airline,airline_id,source_airport,source_airport_id,destination_airport,destination_airport_id,codeshare,stops,equipment
AA,24,PIT,3570,ORD,3830,Y,0,E75 CR7 ER4
AA,24,PIT,3570,CLT,3876,,0,319 737 321 320
AA,24,MIA,3576,LHR,507,,0,77W 777
AA,24,MIA,3576,BCN,1218,,0,763
AA,24,MIA,3576,MAD,1229,,0,330 763 340
AA,24,MIA,3576,LRM,1759,Y,0,ER4
AA,24,MIA,3576,POP,1761,,0,757
AA,24,MIA,3576,SDQ,1762,,0,757 763
AA,24,MIA,3576,MGA,1863,,0,738
AA,24,MIA,3576,PTY,1871,,0,738
AA,24,MIA,3576,SJO,1885,,0,757 738
AA,24,MIA,3576,SAL,1892,,0,738
AA,24,MIA,3576,GCM,1926,,0,738
AA,24,MIA,3576,MHH,1930,Y,0,ERD
AA,24,MIA,3576,NAS,1953,Y,0,ER4 ERD
AA,24,MIA,3576,MAO,2551,,0,763 738
AA,24,MIA,3576,GRU,2564,,0,773 777
AA,24,MIA,3576,SSA,2621,,0,757
AA,24,MIA,3576,GYE,2673,,0,738 763 757
AA,24,MIA,3576,ASU,2699,,0,757
AA,24,MIA,3576,LPB,2762,,0,757
AA,24,MIA,3576,ANU,2874,,0,738
AA,24,MIA,3576,FDF,2878,,0,738
AA,24,MIA,3576,GND,2882,,0,738
AA,24,MIA,3576,STT,2883,,0,757
AA,24,MIA,3576,SJU,2890,,0,738 757
AA,24,MIA,3576,UVF,2894,,0,757
AA,24,MIA,3576,SXM,2899,,0,757 738
AA,24,MIA,3576,BOS,3448,,0,757 738
AA,24,MIA,3576,SFO,3469,,0,763 757 738
AA,24,MIA,3576,GNV,3472,Y,0,ER4
AA,24,MIA,3576,CLE,3486,Y,0,ER4
AA,24,MIA,3576,EWR,3494,,0,738 757
AA,24,MIA,3576,DCA,3520,,0,738
AA,24,MIA,3576,PIT,3570,Y,0,ER4
AA,24,MIA,3576,SEA,3577,,0,757
AA,24,MIA,3576,IND,3585,Y,0,ER4
AA,24,MIA,3576,ORF,3611,Y,0,ER4
AA,24,MIA,3576,TPA,3646,,0,738
AA,24,MIA,3576,JAX,3712,Y,0,ER4 ERD
AA,24,MIA,3576,IAD,3714,,0,738
AA,24,MIA,3576,SAN,3731,,0,738
AA,24,MIA,3576,DEN,3751,,0,738
AA,24,MIA,3576,BHM,3811,Y,0,ER4
AA,24,MIA,3576,BWI,3849,,0,738
AA,24,MIA,3576,TUL,3855,,0,738
AA,24,MIA,3576,MSY,3861,,0,738
AA,24,MIA,3576,LAS,3877,,0,738 757
AA,24,SEA,3577,YVR,156,Y,0,DH4
AA,24,SEA,3577,LHR,507,,0,777
AA,24,SEA,3577,PEK,3364,Y,0,787
AA,24,SEA,3577,BOS,3448,Y,0,737
AA,24,SEA,3577,LAX,3484,Y,0,737
AA,24,SEA,3577,LGB,3582,Y,0,CR7
AA,24,SEA,3577,SAN,3731,Y,0,737
AA,24,SEA,3577,SJC,3748,Y,0,737
AA,24,SEA,3577,DEN,3751,Y,0,737
AA,24,SEA,3577,SNA,3867,Y,0,737
AA,24,SEA,3577,CLT,3876,,0,320 321 319
AA,24,CHA,3578,DCA,3520,Y,0,CRJ
AA,24,CHA,3578,DFW,3670,Y,0,ER4 ERD
AA,24,JAN,3580,DFW,3670,Y,0,ER4 ERD
AA,24,LGB,3582,SEA,3577,Y,0,CR7
AA,24,IND,3585,PHX,3462,,0,320 319
AA,24,IND,3585,LAX,3484,,0,738
AA,24,IND,3585,DCA,3520,Y,0,E70 E75 CRJ
AA,24,IND,3585,MIA,3576,Y,0,ER4
AA,24,IND,3585,PHL,3752,,0,E90
AA,24,IND,3585,JFK,3797,Y,0,ER4
AA,24,YUM,3596,PHX,3462,Y,0,CRJ
AA,24,LIH,3602,OAK,3453,Y,0,737
AA,24,LIH,3602,PHX,3462,,0,757
AA,24,RIC,3608,CLT,3876,,0,319
AA,24,ORF,3611,MIA,3576,Y,0,ER4
AA,24,ORF,3611,PHL,3752,,0,DH3
AA,24,ORF,3611,JFK,3797,Y,0,ER4
AA,24,BPT,3612,DFW,3670,Y,0,CRJ ERD ER4
AA,24,SAV,3613,DFW,3670,Y,0,ER4
AA,24,SAV,3613,CLT,3876,,0,CRJ
AA,24,SAT,3621,PHX,3462,Y,0,CR9
AA,24,ROC,3622,CLT,3876,,0,319
AA,24,RDU,3626,DCA,3520,Y,0,CRJ ERD
AA,24,RDU,3626,PIT,3570,Y,0,ER4
AA,24,RDU,3626,PHL,3752,,0,E90 319
AA,24,DAY,3627,PHL,3752,Y,0,CRJ
AA,24,DAY,3627,ORD,3830,Y,0,ER4
AA,24,TUS,3636,PHX,3462,Y,0,CR9 CRJ
AA,24,TUS,3636,ORD,3830,,0,M83 M80
AA,24,PVD,3641,PHL,3752,,0,E90 DH3
AA,24,PVD,3641,CLT,3876,,0,320 321 319
AA,24,BUR,3644,PDX,3720,Y,0,CR7
AA,24,DTW,3645,MIA,3576,,0,738
AA,24,DTW,3645,DFW,3670,,0,M83 M80 738
AA,24,DTW,3645,LGA,3697,Y,0,CR7
AA,24,TPA,3646,LGW,502,Y,0,777
AA,24,TPA,3646,DCA,3520,,0,319
AA,24,TPA,3646,JFK,3797,Y,0,CR7
AA,24,TPA,3646,CLT,3876,,0,320 737 321 319
AA,24,AGS,3658,DCA,3520,Y,0,CRJ
AA,24,LIT,3660,DFW,3670,,0,M80 M83
AA,24,LIT,3660,CLT,3876,Y,0,CR9 CRJ
AA,24,SWF,3661,PHL,3752,,0,DH3
AA,24,DFW,3670,YVR,156,,0,738
AA,24,DFW,3670,YYC,178,,0,M80 M83 738
AA,24,DFW,3670,FRA,340,,0,777
AA,24,DFW,3670,MAD,1229,,0,777
AA,24,DFW,3670,CDG,1382,,0,763 777
AA,24,DFW,3670,PLS,1754,,0,738
AA,24,DFW,3670,GUA,1767,,0,738
AA,24,DFW,3670,RTB,1774,,0,738
AA,24,DFW,3670,AGU,1785,Y,0,ER4
AA,24,DFW,3670,CUU,1797,Y,0,ERD ER4
AA,24,DFW,3670,SJD,1840,,0,M80 M83
AA,24,DFW,3670,SLP,1842,Y,0,ERD
AA,24,DFW,3670,BZE,1957,,0,738
AA,24,DFW,3670,NRT,2279,,0,777
AA,24,DFW,3670,GIG,2560,,0,763
AA,24,DFW,3670,SCL,2650,,0,763
AA,24,DFW,3670,CCS,2851,,0,738
AA,24,DFW,3670,BOS,3448,,0,738 757
AA,24,DFW,3670,PHX,3462,,0,321 738 M80 319 M83 320
AA,24,DFW,3670,MEM,3473,,0,319
AA,24,DFW,3670,SLC,3536,,0,M83 M80
AA,24,DFW,3670,ELP,3559,,0,M80 319
AA,24,DFW,3670,HOU,3566,,0,M83 M80
AA,24,DFW,3670,PIT,3570,,0,M80
AA,24,DFW,3670,IND,3585,,0,M80 M83
AA,24,DFW,3670,SHV,3609,Y,0,CRJ ERD ER4
AA,24,DFW,3670,DAY,3627,,0,319 M80 M83
AA,24,DFW,3670,TPA,3646,,0,738 M83 M80
AA,24,DFW,3670,MAF,3652,Y,0,ERD CRJ ER4
AA,24,DFW,3670,STL,3678,,0,M80 M83 738
AA,24,DFW,3670,BNA,3690,,0,738 M80 M83
AA,24,DFW,3670,LRD,3691,Y,0,ERD CRJ ER4
AA,24,DFW,3670,LGA,3697,,0,738
AA,24,DFW,3670,TLH,3698,Y,0,ER4 ERD
AA,24,DFW,3670,SJT,3708,Y,0,ER4 CRJ ERD
AA,24,DFW,3670,COU,3719,Y,0,ER4 ERD
AA,24,DFW,3670,PDX,3720,,0,M83
AA,24,DFW,3670,MLU,3732,Y,0,ER4 CRJ
AA,24,DFW,3670,CRP,3744,,0,319
AA,24,DFW,3670,SJC,3748,,0,M83
AA,24,DFW,3670,DEN,3751,,0,738 M80 M83
AA,24,DFW,3670,TXK,3770,Y,0,ERD ER4
AA,24,DFW,3670,SAF,3784,Y,0,ER4 ERD
AA,24,DFW,3670,BHM,3811,,0,M80 M83
AA,24,DFW,3670,BDL,3825,,0,738
AA,24,DFW,3670,LBB,3829,,0,M80 M83
AA,24,DFW,3670,AMA,3840,Y,0,ER4 CRJ ERD
AA,24,DFW,3670,AEX,3852,Y,0,CRJ ER4 ERD
AA,24,DFW,3670,VPS,3873,Y,0,ER4 CRJ ERD
AA,24,DFW,3670,CLT,3876,,0,321 319 M80 M83 320 737 757
AA,24,DFW,3670,LAS,3877,,0,738 M80 M83 757
AA,24,DFW,3670,MCO,3878,,0,738 M80 M83 757
AA,24,DFW,3670,LEX,4017,Y,0,ERD ER4
AA,24,DFW,3670,ABQ,4019,,0,M80 M83
AA,24,DFW,3670,FWA,4041,Y,0,ER4
AA,24,DFW,3670,GJT,4063,Y,0,ER4
AA,24,DFW,3670,MLI,4072,Y,0,ERD ER4
AA,24,DFW,3670,CRW,4285,Y,0,CRJ
AA,24,DFW,3670,JLN,4354,Y,0,ER4
AA,24,AUS,3673,PHX,3462,,0,319
AA,24,TYS,3676,DFW,3670,Y,0,ER4 CRJ ERD
AA,24,STL,3678,DCA,3520,Y,0,CR7
AA,24,STL,3678,PIT,3570,Y,0,ER4
AA,24,STL,3678,DFW,3670,,0,M83 M80 738
AA,24,STL,3678,LGA,3697,Y,0,CR7
AA,24,STL,3678,ORD,3830,,0,M80 M83 738
AA,24,SPS,3680,DFW,3670,Y,0,ERD ER4 CRJ
AA,24,GRR,3685,DFW,3670,Y,0,ERD ER4
AA,24,FAT,3687,PHX,3462,Y,0,CR9 CRJ
AA,24,BNA,3690,LGA,3697,Y,0,CR7
AA,24,LGA,3697,YYZ,193,Y,0,CR7
AA,24,LGA,3697,DAY,3627,Y,0,ERD
AA,24,LGA,3697,LIT,3660,Y,0,CR7
AA,24,LGA,3697,DFW,3670,,0,738
AA,24,LGA,3697,STL,3678,Y,0,CR7
AA,24,LGA,3697,BNA,3690,Y,0,CR7
AA,24,LGA,3697,PBI,3722,,0,738
AA,24,LGA,3697,ORD,3830,,0,738
AA,24,LGA,3697,GSO,4008,Y,0,ERD
AA,24,LGA,3697,CHO,4015,Y,0,ERD
AA,24,LGA,3697,XNA,4356,Y,0,CR7
AA,24,TLH,3698,CLT,3876,Y,0,CR7 CRJ
AA,24,BTV,3711,DCA,3520,,0,CRJ
AA,24,JAX,3712,MIA,3576,Y,0,ER4 ERD
AA,24,DRO,3713,DFW,3670,Y,0,ER4 CRJ
AA,24,IAD,3714,LHR,507,Y,0,744 777
AA,24,IAD,3714,DFW,3670,,0,738 M80
AA,24,MKE,3717,PHL,3752,Y,0,CRJ
AA,24,ABI,3718,DFW,3670,Y,0,ERD ER4 CRJ
AA,24,PDX,3720,OAK,3453,Y,0,DH4
AA,24,PDX,3720,PHX,3462,,0,321 320 319
AA,24,PDX,3720,LGB,3582,Y,0,CR7
AA,24,PDX,3720,BUR,3644,Y,0,CR7
AA,24,PDX,3720,ONT,3734,Y,0,CR7
AA,24,PDX,3720,ORD,3830,,0,738
AA,24,PBI,3722,LAX,3484,,0,738
AA,24,PBI,3722,PHL,3752,,0,E90 319
AA,24,PBI,3722,ORD,3830,,0,M83 738 M80
AA,24,PBI,3722,CLT,3876,,0,737 320 319
AA,24,HNL,3728,HND,2359,,0,777
AA,24,HNL,3728,OAK,3453,Y,0,737
AA,24,HNL,3728,LAX,3484,,0,757
AA,24,HNL,3728,DFW,3670,,0,763
AA,24,HNL,3728,SJC,3748,Y,0,737
AA,24,DSM,3729,PHX,3462,,0,319
AA,24,DSM,3729,DFW,3670,,0,M80 M83
AA,24,SAN,3731,PVR,1836,Y,0,737
AA,24,SAN,3731,NRT,2279,,0,787
AA,24,SAN,3731,LAX,3484,Y,0,CRJ CR7
AA,24,SAN,3731,PDX,3720,Y,0,737
AA,24,SAN,3731,JFK,3797,,0,738
AA,24,SAN,3731,ORD,3830,,0,738
AA,24,BRO,3738,DFW,3670,Y,0,CRJ ER4
AA,24,CRP,3744,DFW,3670,,0,319
AA,24,SYR,3745,BOS,3448,,0,DH3
AA,24,SYR,3745,PHL,3752,,0,DH3
AA,24,SJC,3748,GDL,1804,Y,0,737
AA,24,SJC,3748,OGG,3456,Y,0,737
AA,24,SJC,3748,SEA,3577,Y,0,737
AA,24,SJC,3748,PDX,3720,Y,0,737 DH4
AA,24,DEN,3751,LHR,507,Y,0,777
AA,24,DEN,3751,LAX,3484,Y,0,CR7
AA,24,DEN,3751,SEA,3577,Y,0,737
AA,24,PHL,3752,BRU,302,,0,767
AA,24,PHL,3752,FRA,340,,0,332 767
AA,24,PHL,3752,MAN,478,,0,332
AA,24,PHL,3752,AMS,580,,0,757
AA,24,PHL,3752,MAD,1229,,0,333
AA,24,PHL,3752,FCO,1555,,0,333
AA,24,PHL,3752,LIS,1638,,0,757
AA,24,PHL,3752,PLS,1754,,0,319
AA,24,PHL,3752,PUJ,1760,,0,319 332 320
AA,24,PHL,3752,NAS,1953,,0,319 320
AA,24,PHL,3752,AUA,2895,,0,320
AA,24,PHL,3752,BOS,3448,,0,E90 319 321 320
AA,24,PHL,3752,BGR,3463,Y,0,E75 CRJ
AA,24,PHL,3752,SFO,3469,,0,320 321
AA,24,PHL,3752,CVG,3488,,0,CRJ
AA,24,PHL,3752,FLL,3533,,0,320 319
AA,24,PHL,3752,SEA,3577,,0,320 321
AA,24,PHL,3752,RIC,3608,,0,DH3
AA,24,PHL,3752,SAT,3621,,0,E90
AA,24,PHL,3752,ROC,3622,,0,DH3
AA,24,PHL,3752,RDU,3626,,0,319 E90
AA,24,PHL,3752,SBY,3642,,0,DH3
AA,24,PHL,3752,DTW,3645,,0,E90 320 319
AA,24,PHL,3752,TPA,3646,,0,321 320 319 737
AA,24,PHL,3752,DFW,3670,,0,M83 319 320 738 M80 E90 757
AA,24,PHL,3752,AUS,3673,,0,319 E90
AA,24,PHL,3752,TYS,3676,Y,0,CRJ
AA,24,PHL,3752,STL,3678,,0,CRJ
AA,24,PHL,3752,BNA,3690,Y,0,CRJ E75 E70
AA,24,PHL,3752,BTV,3711,,0,E90
AA,24,PHL,3752,SAN,3731,,0,320
AA,24,PHL,3752,SYR,3745,,0,DH3
AA,24,PHL,3752,DEN,3751,,0,321 320
AA,24,PHL,3752,CMH,3759,Y,0,CRJ E75 E70
AA,24,PHL,3752,RSW,3793,,0,319 E90 320
AA,24,PHL,3752,CHS,3806,Y,0,E75 CRJ
AA,24,PHL,3752,ISP,3857,,0,DH3
AA,24,PHL,3752,MSY,3861,Y,0,319 E90 E75
AA,24,PHL,3752,PWM,3862,,0,E90
AA,24,PHL,3752,LAS,3877,,0,321 320
AA,24,PHL,3752,MCO,3878,,0,767 321 757 320 332
AA,24,PHL,3752,ATH,3941,,0,332
AA,24,PHL,3752,ELM,3946,,0,DH3
AA,24,PHL,3752,HVN,4006,,0,DH3
AA,24,PHL,3752,GSO,4008,Y,0,CRJ E75
AA,24,PHL,3752,GSP,4034,Y,0,CRJ
AA,24,PHL,3752,BDA,4069,,0,319
AA,24,PHL,3752,ABE,4355,,0,DH3
AA,24,PHL,3752,DOH,11051,,0,777
AA,24,CMH,3759,PHX,3462,,0,319 320
AA,24,CMH,3759,DFW,3670,,0,M83 M80
AA,24,CMH,3759,ORD,3830,Y,0,ER4 CR7 ERD
AA,24,CMH,3759,CLT,3876,,0,CR9
AA,24,TXK,3770,DFW,3670,Y,0,ERD ER4
AA,24,ANC,3774,PHX,3462,,0,319 320
AA,24,ANC,3774,LAX,3484,Y,0,737
AA,24,SAF,3784,LAX,3484,Y,0,CRJ
AA,24,RSW,3793,DUS,345,Y,0,330
AA,24,RSW,3793,DFW,3670,,0,738
AA,24,RSW,3793,PHL,3752,,0,319 E90 320
AA,24,JFK,3797,YYC,178,,0,737
AA,24,JFK,3797,YYZ,193,Y,0,CR7
AA,24,JFK,3797,DUS,345,Y,0,330
AA,24,JFK,3797,TXL,351,Y,0,330
AA,24,JFK,3797,HEL,421,Y,0,330
AA,24,JFK,3797,MAN,478,,0,757
AA,24,JFK,3797,LCY,503,,0,318
AA,24,JFK,3797,LHR,507,,0,777 77W
AA,24,JFK,3797,MAD,1229,,0,330 757 340
AA,24,JFK,3797,CDG,1382,,0,763 757
AA,24,JFK,3797,MXP,1524,,0,763
AA,24,JFK,3797,CUN,1852,,0,738
AA,24,JFK,3797,NRT,2279,,0,787 773
AA,24,JFK,3797,GIG,2560,,0,763
AA,24,JFK,3797,SCL,2650,Y,0,787
AA,24,JFK,3797,GYE,2673,Y,0,763
AA,24,JFK,3797,LIM,2789,Y,0,763
AA,24,JFK,3797,CCS,2851,,0,757 738
AA,24,JFK,3797,SFO,3469,,0,32B 763
AA,24,JFK,3797,DCA,3520,,0,738
AA,24,JFK,3797,PIT,3570,Y,0,ER4
AA,24,JFK,3797,MIA,3576,,0,757 763 738
AA,24,JFK,3797,ORF,3611,Y,0,ER4
AA,24,JFK,3797,TPA,3646,Y,0,CR7
AA,24,JFK,3797,CMH,3759,Y,0,ER4 CR7
AA,24,JFK,3797,ORD,3830,,0,738
AA,24,JFK,3797,CLT,3876,,0,321 319
AA,24,CHS,3806,PHL,3752,,0,CRJ
AA,24,RNO,3807,DFW,3670,,0,M83 738
AA,24,RNO,3807,ORD,3830,,0,738
AA,24,KTN,3808,SEA,3577,Y,0,734
AA,24,SMF,3817,CLT,3876,,0,321
AA,24,COS,3819,DFW,3670,,0,M80 M83
AA,24,BUF,3820,BOS,3448,Y,0,CRJ
AA,24,BDL,3825,DCA,3520,Y,0,E75 CRJ E70
AA,24,BDL,3825,CLT,3876,,0,320 321 319
AA,24,LBB,3829,DFW,3670,,0,M80 M83
AA,24,ORD,3830,YUL,146,Y,0,CRJ
AA,24,ORD,3830,YVR,156,,0,737
AA,24,ORD,3830,YYC,178,,0,737
AA,24,ORD,3830,MAN,478,,0,763
AA,24,ORD,3830,LHR,507,,0,763 777
AA,24,ORD,3830,DUB,599,,0,763
AA,24,ORD,3830,MEX,1824,,0,738
AA,24,ORD,3830,PVR,1836,,0,M83
AA,24,ORD,3830,AUH,2179,Y,0,777
AA,24,ORD,3830,SJU,2890,,0,738
AA,24,ORD,3830,PEK,3364,,0,777
AA,24,ORD,3830,BOS,3448,,0,738
AA,24,ORD,3830,OMA,3454,Y,0,E75 ER4 CR7
AA,24,ORD,3830,MCI,3458,Y,0,ER4 CR7 E75 ERD
AA,24,ORD,3830,PHX,3462,,0,321 738 M83 320 M80
AA,24,ORD,3830,MEM,3473,Y,0,CR7 ER4 ERD
AA,24,ORD,3830,CVG,3488,Y,0,ER4
AA,24,ORD,3830,FLL,3533,,0,738
AA,24,ORD,3830,IAH,3550,Y,0,CR7
AA,24,ORD,3830,ELP,3559,Y,0,E75
AA,24,ORD,3830,PIT,3570,Y,0,E75 CR7 ER4
AA,24,ORD,3830,SEA,3577,,0,738
AA,24,ORD,3830,CHA,3578,Y,0,ER4 ERD
AA,24,ORD,3830,IND,3585,Y,0,ER4 ERD E75 CR7
AA,24,ORD,3830,RIC,3608,Y,0,ERD
AA,24,ORD,3830,SAT,3621,Y,0,CR7 E75
AA,24,ORD,3830,DAY,3627,Y,0,ER4
AA,24,ORD,3830,GRB,3653,Y,0,ER4
AA,24,ORD,3830,LIT,3660,Y,0,ER4 CR7
AA,24,ORD,3830,DFW,3670,,0,M80 M83 738
AA,24,ORD,3830,AUS,3673,,0,M80 M83
AA,24,ORD,3830,MQT,3675,Y,0,ER4
AA,24,ORD,3830,TYS,3676,Y,0,ERD ER4
AA,24,ORD,3830,ATL,3682,Y,0,E75 CR7
AA,24,ORD,3830,GRR,3685,Y,0,ER4 ERD
AA,24,ORD,3830,JAX,3712,Y,0,ER4 CR7
AA,24,ORD,3830,MKE,3717,Y,0,CRJ
AA,24,ORD,3830,DSM,3729,Y,0,ERD ER4 E75
AA,24,ORD,3830,SYR,3745,Y,0,CR7 ER4
AA,24,ORD,3830,DEN,3751,,0,M80 M83
AA,24,ORD,3830,BUF,3820,Y,0,ER4 CR7 E75
AA,24,ORD,3830,PSP,3839,,0,M83
AA,24,ORD,3830,BWI,3849,Y,0,E75 ER4 CR7
AA,24,ORD,3830,MSP,3858,Y,0,E75 CR7
AA,24,ORD,3830,LAS,3877,,0,M83 738
AA,24,ORD,3830,MCO,3878,,0,738 M83 M80
AA,24,ORD,3830,CID,4043,Y,0,ER4
AA,24,ORD,3830,LSE,4044,Y,0,ER4 ERD
AA,24,ORD,3830,CWA,4045,Y,0,ERD ER4
AA,24,ORD,3830,CMI,4049,Y,0,ER4 ERD
AA,24,ORD,3830,MLI,4072,Y,0,ERD ER4
AA,24,ORD,3830,FNT,4089,Y,0,ER4 ERD
AA,24,ORD,3830,XNA,4356,Y,0,ER4 CR7 ERD
AA,24,ART,3838,PHL,3752,Y,0,CRJ
AA,24,PSP,3839,PHX,3462,Y,0,CRJ CR9
AA,24,PSP,3839,SFO,3469,Y,0,737
AA,24,ILM,3845,CLT,3876,,0,319 CR9
AA,24,BWI,3849,LHR,507,Y,0,767
AA,24,BWI,3849,PHX,3462,,0,319 320
AA,24,BWI,3849,ORD,3830,Y,0,E75 ER4 CR7
AA,24,AEX,3852,DFW,3670,Y,0,ER4 CRJ ERD
AA,24,TUL,3855,DFW,3670,,0,M80 738 M83 757
AA,24,MSP,3858,DCA,3520,Y,0,E75 E70
AA,24,MSY,3861,MIA,3576,,0,738
AA,24,MSY,3861,AUS,3673,,0,
AA,24,MSY,3861,PHL,3752,Y,0,319 E90 E75
AA,24,SNA,3867,DFW,3670,,0,738
AA,24,VPS,3873,DCA,3520,Y,0,CRJ
AA,24,CLT,3876,YUL,146,Y,0,CRJ
AA,24,CLT,3876,YYZ,193,Y,0,E75 CRJ
AA,24,CLT,3876,LHR,507,,0,333
AA,24,CLT,3876,CDG,1382,,0,333
AA,24,CLT,3876,MBJ,1780,,0,319 321 320
AA,24,CLT,3876,MEX,1824,,0,319
AA,24,CLT,3876,LIR,1881,,0,320
AA,24,CLT,3876,GCM,1926,,0,320 321 319
AA,24,CLT,3876,BZE,1957,,0,319
AA,24,CLT,3876,ANU,2874,,0,319
AA,24,CLT,3876,AUA,2895,,0,757 319 320
AA,24,CLT,3876,LAX,3484,,0,321
AA,24,CLT,3876,CVG,3488,,0,CRJ CR9
AA,24,CLT,3876,EWR,3494,,0,321 320 737 319
AA,24,CLT,3876,MYR,3515,,0,DH8
AA,24,CLT,3876,PNS,3564,Y,0,CR9
AA,24,CLT,3876,PIT,3570,,0,319 737 320 321
AA,24,CLT,3876,MIA,3576,,0,320 321 319 737
AA,24,CLT,3876,SEA,3577,,0,320 321 319
AA,24,CLT,3876,JAN,3580,Y,0,CRJ CR7
AA,24,CLT,3876,RIC,3608,,0,319 CR7
AA,24,CLT,3876,ORF,3611,,0,319
AA,24,CLT,3876,PHF,3633,,0,CR7
AA,24,CLT,3876,LIT,3660,Y,0,CR9 CRJ
AA,24,CLT,3876,DFW,3670,,0,M80 321 319 M83 320 737 757
AA,24,CLT,3876,STL,3678,,0,319
AA,24,CLT,3876,BNA,3690,,0,319 CR7
AA,24,CLT,3876,TLH,3698,Y,0,CRJ CR7
AA,24,CLT,3876,IAD,3714,,0,CR7
AA,24,CLT,3876,PDX,3720,,0,320
AA,24,CLT,3876,RSW,3793,,0,320 321 319 737
AA,24,CLT,3876,JFK,3797,,0,321 319
AA,24,CLT,3876,CHS,3806,,0,DH8 319 CR7
AA,24,CLT,3876,BUF,3820,,0,319 320 737
AA,24,CLT,3876,ORD,3830,,0,321 320 CR9 E90
AA,24,CLT,3876,ILM,3845,,0,319
AA,24,CLT,3876,BWI,3849,,0,319 737 321 757 320 E90
AA,24,CLT,3876,MSP,3858,,0,319 321 320
AA,24,CLT,3876,PWM,3862,,0,319
AA,24,CLT,3876,ALB,3864,,0,319
AA,24,CLT,3876,LAS,3877,,0,321
AA,24,CLT,3876,MCO,3878,,0,321 767 757 319
AA,24,CLT,3876,FLO,3879,,0,DH3 DH8
AA,24,CLT,3876,SDF,4014,,0,CR7 CR9 CRJ
AA,24,CLT,3876,GSP,4034,,0,DH3 DH8
AA,24,CLT,3876,GPT,4038,Y,0,CR7 CRJ
AA,24,CLT,3876,TRI,4116,,0,DH8 DH3
AA,24,CLT,3876,AVP,4286,Y,0,CRJ CR9
AA,24,CLT,3876,ABE,4355,Y,0,CR7 CRJ CR9
AA,24,CLT,3876,FAY,5738,,0,DH8
AA,24,CLT,3876,HTS,5742,,0,DH8 DH3
AA,24,LAS,3877,YEG,49,,0,737
AA,24,LAS,3877,YYZ,193,,0,737
AA,24,LAS,3877,LGW,502,Y,0,777
AA,24,LAS,3877,LHR,507,Y,0,744
AA,24,LAS,3877,LAX,3484,,0,738
AA,24,LAS,3877,DCA,3520,,0,320 319
AA,24,MCO,3878,YYZ,193,,0,737
AA,24,MCO,3878,LGW,502,Y,0,777
AA,24,MCO,3878,PHX,3462,,0,321 320
AA,24,MCO,3878,LAX,3484,,0,757 738
AA,24,MCO,3878,MIA,3576,,0,757 738
AA,24,MCO,3878,SEA,3577,Y,0,737
AA,24,MCO,3878,PHL,3752,,0,321 767 757 320 332
AA,24,MCO,3878,CLT,3876,,0,321 757 767 319
AA,24,BKK,3885,NRT,2279,,0,763
AA,24,BKK,3885,KUL,3304,,0,737
AA,24,ICN,3930,DFW,3670,,0,777
AA,24,ATH,3941,LHR,507,Y,0,320 767
AA,24,NGO,3942,HNL,3728,,0,777
AA,24,ELM,3946,PHL,3752,,0,DH3
AA,24,ITH,3947,PHL,3752,,0,DH3
AA,24,MRY,3948,PHX,3462,Y,0,CRJ
AA,24,SBA,3949,PHX,3462,Y,0,CR9 CRJ
AA,24,GSO,4008,LGA,3697,Y,0,ERD
AA,24,GSO,4008,PHL,3752,Y,0,E75 CRJ E70
AA,24,MHT,4011,DCA,3520,,0,CRJ
AA,24,MHT,4011,PHL,3752,Y,0,E70 E75 CRJ
AA,24,MHT,4011,CLT,3876,Y,0,CR9
AA,24,SDF,4014,MIA,3576,Y,0,ER4
AA,24,SDF,4014,DFW,3670,,0,M80 M83 319
AA,24,CHO,4015,PHL,3752,,0,DH3
AA,24,CHO,4015,ORD,3830,Y,0,CRJ
AA,24,ROA,4016,CLT,3876,,0,DH8 DH3
AA,24,EVV,4018,DFW,3670,Y,0,ERD
AA,24,ABQ,4019,PHX,3462,Y,0,CRJ CR9
AA,24,ABQ,4019,LAX,3484,Y,0,CR7 CRJ
AA,24,GSP,4034,PHL,3752,Y,0,CRJ
AA,24,GPT,4038,DFW,3670,Y,0,ERD ER4
AA,24,LSE,4044,ORD,3830,Y,0,ER4 ERD
AA,24,PIA,4046,DFW,3670,Y,0,ER4
AA,24,PIA,4046,ORD,3830,Y,0,ER4 ERD
AA,24,CMI,4049,DFW,3670,Y,0,ER4
AA,24,CMI,4049,ORD,3830,Y,0,ER4 ERD
AA,24,MHK,4050,DFW,3670,Y,0,ERD ER4
AA,24,MHK,4050,ORD,3830,Y,0,ERD ER4
AA,24,NBO,4059,LHR,507,Y,0,744
AA,24,GJT,4063,PHX,3462,Y,0,CRJ
AA,24,GJT,4063,DFW,3670,Y,0,ER4
AA,24,SRQ,4067,DCA,3520,Y,0,CRJ
AA,24,MLI,4072,DFW,3670,Y,0,ERD ER4
AA,24,PPT,4075,LAX,3484,Y,0,340
AA,24,RAP,4087,DFW,3670,Y,0,CRJ ER4
AA,24,CAK,4112,PHL,3752,,0,CRJ
AA,24,HSV,4113,DCA,3520,Y,0,E70 CRJ
AA,24,MGM,4115,DFW,3670,Y,0,ERD ER4
AA,24,MGM,4115,CLT,3876,Y,0,CRJ
AA,24,BGM,4129,PHL,3752,,0,DH3
AA,24,FLG,4261,PHX,3462,Y,0,CRJ
AA,24,ERI,4276,PHL,3752,,0,DH3
AA,24,AVP,4286,PHL,3752,,0,DH3
